FormattedTitle;primary_code;index_entry;parsedCodes;tags;priority;id;charCount
Syndrome de Détresse respiratoire [SDRA] sévère chez l’adulte;J80.03;Détresse;"[""J80.03""]";[];0;5650;61
Syndrome de Détresse respiratoire [Respiratory distress syndrome] du nourrisson;P22.0;Détresse;"[""P22.0""]";[];0;5651;79
Dystocie due à un rétrécissement du Détroit supérieur;O65.2;Détroit;"[""O65.2""]";[];0;5652;53
Dysfonctionnement neurogène du Détrusor/sphincter de la vessie;N31.88;Détrusor;"[""N31.88""]";[];0;5653;62
Maladie due au VIH avec retard de Développement chez le nourrisson;"B22; P05.9";Développement;"[""B22"";""P05.9""]";[];0;5654;66
Problème de Développement psychosexuel;F66.9;Développement;"[""F66.9""]";[];0;5655;38
Troubles spécifiques du Développement de la parole et du langage;F80;Développement;"[""F80""]";[];0;5656;64
Dyslexie de Développement;F81.0;Développement;"[""F81.0""]";[];0;5657;25
Troubles spécifiques du Développement de la motricité globale;F82.0;Développement;"[""F82.0""]";[];0;5658;61
Troubles spécifiques du Développement de la motricité fine et graphique;F82.1;Développement;"[""F82.1""]";[];0;5659;71
Dyspraxie verbale de Développement;F82.9;Développement;"[""F82.9""]";[];0;5660;34
Troubles spécifiques mixtes du Développement;F83;Développement;"[""F83""]";[];0;5661;44
Myasthénie congénitale et au cours du Développement;G70.2;Développement;"[""G70.2""]";[];0;5662;51
Maladies liées au Développement des mâchoires;K10.0;Développement;"[""K10.0""]";[];0;5663;45
Développement excessif du système pileux;L68;Développement;"[""L68""]";[];0;5664;40
Kyste ovarien au cours du Développement;Q50.1;Développement;"[""Q50.1""]";[];0;5665;39
"Anomalie ovotesticulaire du Développement sexuel 46;XX";Q56.0;Développement;"[""Q56.0""]";[];0;5666;54
"Anomalie du Développement sexuel 46;XX";Q56.2;Développement;"[""Q56.2""]";[];0;5667;38
"Syndrome d’anomalie du Développement sexuel 46;XX-anomalies squelettiques";"Q56.2; Q79.9";Développement;"[""Q56.2"";""Q79.9""]";[];0;5668;73
multikystique: rein (Développement);Q61.4;Développement;"[""Q61.4""]";[];0;5669;35
Retard du Développement physiologique;R62;Développement;"[""R62""]";[];0;5670;37
Déviation sexuelle ;F65.9;Déviation;"[""F65.9""]";[];0;5671;19
Dextrocardie;Q24.0;Dextrocardie;"[""Q24.0""]";[];0;5672;12
Diabète ;E14;Diabète;"[""E14""]";[];0;5673;8
Diabète galactosique;E74.2;Diabète;"[""E74.2""]";[];0;5674;20
Diabète phosphaté;E83.30;Diabète;"[""E83.30""]";[];0;5675;17
Syndrome de l’enfant dont la mère a un Diabète de la grossesse;P70.0;Diabète;"[""P70.0""]";[];0;5676;62
Diabète insipide;E23.2;Diabète insipide;"[""E23.2""]";[];0;5677;16
Diabète insipide néphrogénique;N25.1;Diabète insipide;"[""N25.1""]";[];0;5678;30
Diabète sucré de type 1 avec myatrophie;"E10.40†; G73.0*";Diabète sucré;"[""E10.40"";""G73.0""]";[];0;5679;39
Gastroparésie diabétique dans le Diabète sucré de type 1;"E10.40†; G99.00*";Diabète sucré;"[""E10.40"";""G99.00""]";[];0;5680;56
Foie diabétique dans le Diabète sucré de type 1;"E10.60†; K77.8*";Diabète sucré;"[""E10.60"";""K77.8""]";[];0;5681;47
Nécrobiose lipoïdique diabétique dans le Diabète sucré de type 1;"E10.60†; L99.8*";Diabète sucré;"[""E10.60"";""L99.8""]";[];0;5682;64
Vulvitis diabetica dans le Diabète sucré de type 1;"E10.60†; N77.8*";Diabète sucré;"[""E10.60"";""N77.8""]";[];0;5683;50
Gastroparésie diabétique dans le Diabète sucré de type 2;"E11.40†; G99.00*";Diabète sucré;"[""E11.40"";""G99.00""]";[];0;5684;56
Foie diabétique dans le Diabète sucré de type 2;"E11.60†; K77.8*";Diabète sucré;"[""E11.60"";""K77.8""]";[];0;5685;47
Nécrobiose lipoïdique diabétique dans le Diabète sucré de type 2;"E11.60†; L99.8*";Diabète sucré;"[""E11.60"";""L99.8""]";[];0;5686;64
Vulvitis diabetica dans le Diabète sucré de type 2;"E11.60†; N77.8*";Diabète sucré;"[""E11.60"";""N77.8""]";[];0;5687;50
Diabète sucré de malnutrition;E12;Diabète sucré;"[""E12""]";[];0;5688;29
Diabète sucré hépatogène;E13.90;Diabète sucré;"[""E13.90""]";[];0;5689;24
Diabète sucré avec glomérulosclérose;"E14.20†; N08.3*";Diabète sucré;"[""E14.20"";""N08.3""]";[];0;5690;36
Diabète sucré avec neuropathie;"E14.40†; G63.2*";Diabète sucré;"[""E14.40"";""G63.2""]";[];0;5691;30
"Diabète sucré au cours de la grossesse: Diabète sucré préexistant; type 1";O24.0;Diabète sucré;"[""O24.0""]";[];0;5692;73
"Diabète sucré au cours de la grossesse: Diabète sucré préexistant; type 2";O24.1;Diabète sucré;"[""O24.1""]";[];0;5693;73
Diabète sucré au cours de la grossesse: Diabète sucré préexistant lié à la malnutrition;O24.2;Diabète sucré;"[""O24.2""]";[];0;5694;87
Diabète sucré gestationnel ;O24.4;Diabète sucré;"[""O24.4""]";[];0;5695;27
Diabète sucré néonatal;P70.2;Diabète sucré;"[""P70.2""]";[];0;5696;22
Diabète-surdité de transmission maternelle;E14.72;Diabète-surdité;"[""E14.72""]";[];0;5697;42
Examen général et investigations de sujets ne se plaignant de rien ou pour lesquels aucun Diagnostic n’est rapporté;Z00;Diagnostic;"[""Z00""]";[];0;5698;115
"Transfusion sanguine; sans mention de Diagnostic";Z51.3;Diagnostic;"[""Z51.3""]";[];0;5699;48
"Lymphœdème après un acte à visée Diagnostique et thérapeutique sur le territoire de drainage lymphatique cervical; tous les stades";I97.80;Diagnostique;"[""I97.80""]";[];0;5700;130
"Lymphœdème après un acte à visée Diagnostique et thérapeutique sur le territoire de drainage lymphatique inguinal; stade I";I97.84;Diagnostique;"[""I97.84""]";[];0;5701;122
"Lymphœdème après un acte à visée Diagnostique et thérapeutique sur le territoire de drainage lymphatique inguinal; stade II";I97.85;Diagnostique;"[""I97.85""]";[];0;5702;123
"Lymphœdème après un acte à visée Diagnostique et thérapeutique sur le territoire de drainage lymphatique inguinal; stade III";I97.86;Diagnostique;"[""I97.86""]";[];0;5703;124
"Lymphœdème après un acte à visée Diagnostique et thérapeutique; autres localisations; tous les stades";I97.88;Diagnostique;"[""I97.88""]";[];0;5704;101
Résultats anormaux d’imagerie Diagnostique du poumon;R91;Diagnostique;"[""R91""]";[];0;5705;52
Résultats anormaux d’imagerie Diagnostique du sein;R92;Diagnostique;"[""R92""]";[];0;5706;50
Résultats anormaux d’imagerie Diagnostique d’autres parties du corps;R93;Diagnostique;"[""R93""]";[];0;5707;68
Résultats anormaux d’imagerie Diagnostique d’autres parties des voies digestives;R93.3;Diagnostique;"[""R93.3""]";[];0;5708;80
Résultats anormaux d’imagerie Diagnostique des membres;R93.6;Diagnostique;"[""R93.6""]";[];0;5709;54
Résultats anormaux d’imagerie Diagnostique d’autres parties du système ostéo-musculaire;R93.7;Diagnostique;"[""R93.7""]";[];0;5710;87
"Insuffisance rénale chronique; nécessitant une Dialyse";N18.5;Dialyse;"[""N18.5""]";[];0;5711;54
Surveillance d’une Dialyse;Z49;Dialyse;"[""Z49""]";[];0;5712;26
Dialyse (rénale) ;Z49.1;Dialyse;"[""Z49.1""]";[];0;5713;17
Dialyse péritonéale;Z49.2;Dialyse;"[""Z49.2""]";[];0;5714;19
Encéphalopathie Dialytique;"N18.5†; G94.8*";Dialytique;"[""N18.5"";""G94.8""]";[];0;5715;26
Syndrome de surdité neurosensorielle-thrombocytopénie associé à DIAPH1;"H90.5; D69.41";DIAPH1;"[""H90.5"";""D69.41""]";[];0;5716;70
Infarctus transmural (aigu) (de): paroi Diaphragmatique;I21.1;Diaphragmatique;"[""I21.1""]";[];0;5717;55
Infarctus répété (aigu) (de): paroi Diaphragmatique;I22.1;Diaphragmatique;"[""I22.1""]";[];0;5718;51
Dysfonction Diaphragmatique induite par la ventilation mécanique;J95.88;Diaphragmatique;"[""J95.88""]";[];0;5719;64
Relâchement Diaphragmatique;J98.6;Diaphragmatique;"[""J98.6""]";[];0;5720;27
"Hernie Diaphragmatique avec occlusion; sans gangrène";K44.0;Diaphragmatique;"[""K44.0""]";[];0;5721;52
Hernie Diaphragmatique gangréneuse;K44.1;Diaphragmatique;"[""K44.1""]";[];0;5722;34
Syndrome d’hydranencéphalie-hernie Diaphragmatique létale;"Q04.3; Q79.0";Diaphragmatique;"[""Q04.3"";""Q79.0""]";[];0;5723;57
Hernie Diaphragmatique congénitale;Q79.0;Diaphragmatique;"[""Q79.0""]";[];0;5724;34
Lésion traumatique d’autres organes et structures intrathoraciques précisés: Diaphragme;S27.81;Diaphragme;"[""S27.81""]";[];0;5725;87
Fractures multiples de la Diaphyse;S42.3;Diaphyse;"[""S42.3""]";[];0;5726;34
Fracture de la Diaphyse du radius;S52.3;Diaphyse;"[""S52.3""]";[];0;5727;33
Fracture ouverte de la Diaphyse radiale;"S52.30; S51.87!";Diaphyse;"[""S52.30"";""S51.87""]";[];0;5728;39
Fracture du premier métacarpien: Diaphyse;S62.22;Diaphyse;"[""S62.22""]";[];0;5729;41
Fracture d’un autre os du métacarpe: Diaphyse;S62.32;Diaphyse;"[""S62.32""]";[];0;5730;45
Fracture de la Diaphyse fémorale;S72.3;Diaphyse;"[""S72.3""]";[];0;5731;32
Fracture de la Diaphyse du tibia: Avec fracture du péroné (toute partie);S82.21;Diaphyse;"[""S82.21""]";[];0;5732;72
"Diaphyse du tibia; isolée";S82.28;Diaphyse;"[""S82.28""]";[];0;5733;25
Fracture du péroné seul: Diaphyse;S82.42;Diaphyse;"[""S82.42""]";[];0;5734;33
Diarrhée entéropathogène à Escherichia coli;A04.0;Diarrhée;"[""A04.0""]";[];0;5735;43
Diarrhée à rotavirus;A08.0;Diarrhée;"[""A08.0""]";[];0;5736;20
Diarrhée infectieuse avec exsiccose;"A09.0; E86";Diarrhée;"[""A09.0"";""E86""]";[];0;5737;35
Diarrhée aiguë avec exsiccose;"A09.9; E86";Diarrhée;"[""A09.9"";""E86""]";[];0;5738;29
Maladie due au VIH avec Diarrhée infectieuse;"B20; A09.0";Diarrhée;"[""B20"";""A09.0""]";[];0;5739;44
Maladie due au VIH avec Diarrhée;"B23.8; K52.9";Diarrhée;"[""B23.8"";""K52.9""]";[];0;5740;32
Diarrhée mycosique;"B49†; K93.8*";Diarrhée;"[""B49"";""K93.8""]";[];0;5741;18
Syndrome hémolytique et urémique avec Diarrhée;D59.3;Diarrhée;"[""D59.3""]";[];0;5742;46
"Syndrome de l’intestin irritable; avec Diarrhée prédominante [SII-D]";K58.1;Diarrhée;"[""K58.1""]";[];0;5743;68
Diarrhée fonctionnelle;K59.1;Diarrhée;"[""K59.1""]";[];0;5744;22
Diastasis musculaire;M62.0;Diastasis;"[""M62.0""]";[];0;5745;20
Déficit immunitaire combiné sévère [DICS] avec dysgénésie réticulaire;D81.0;DICS;"[""D81.0""]";[];0;5746;69
Déficit immunitaire combiné sévère [DICS] ;D81.9;DICS;"[""D81.9""]";[];0;5747;42
Ulcère de Dieulafoy à l’estomac;K25.0;Dieulafoy;"[""K25.0""]";[];0;5748;31
Ulcère de Dieulafoy au duodénum;K26.0;Dieulafoy;"[""K26.0""]";[];0;5749;31
Tumeur du parenchyme pinéal à Différenciation intermédiaire;D44.5;Différenciation;"[""D44.5""]";[];0;5750;59
Echec ou Difficulté d’intubation au cours de la grossesse;O29.6;Difficulté;"[""O29.6""]";[];0;5751;57
Echec ou Difficulté d’intubation au cours de la puerpéralité;O89.6;Difficulté;"[""O89.6""]";[];0;5752;60
"Difficulté à la marche; non classée ailleurs";R26.2;Difficulté;"[""R26.2""]";[];0;5753;44
Echec ou Difficulté d’intubation;T88.4;Difficulté;"[""T88.4""]";[];0;5754;32
Difficultés liées à certaines situations psycho-sociales;Z64;Difficulté;"[""Z64""]";[];0;5755;56
Difficultés liées à une grossesse non désirée;Z64.0;Difficulté;"[""Z64.0""]";[];0;5756;45
Difficultés liées à une multiparité;Z64.1;Difficulté;"[""Z64.1""]";[];0;5757;35
Difficultés liées au mode de vie;Z72;Difficulté;"[""Z72""]";[];0;5758;32
Difficultés liées à: Besoin d’une surveillance permanente;Z74.3;Difficulté;"[""Z74.3""]";[];0;5759;57
"Tumeur maligne des organes Digestifs; de sièges autres et mal définis";C26;Digestif;"[""C26""]";[];0;5760;69
Tumeur maligne: Lésion à localisations contiguës de l’appareil Digestif;C26.8;Digestif;"[""C26.8""]";[];0;5761;71
Tumeur maligne secondaire des organes respiratoires et Digestifs;C78;Digestif;"[""C78""]";[];0;5762;64
Tumeurs bénignes de parties autres et mal définies de l’appareil Digestif;D13;Digestif;"[""D13""]";[];0;5763;73
Tumeur bénigne: Sièges mal définis de l’appareil Digestif;D13.9;Digestif;"[""D13.9""]";[];0;5764;57
Tumeurs à évolution imprévisible ou inconnue: Autres organes Digestifs;D37.7;Digestif;"[""D37.7""]";[];0;5765;70
Dysfonctionnement neurovégétatif somatoform: Appareil Digestif haut;F45.31;Digestif;"[""F45.31""]";[];0;5766;67
Spasme psychogène des voies Digestives;F45.32;Digestif;"[""F45.32""]";[];0;5767;38
Atteinte de l’appareil Digestif dans la maladie aiguë de rejet greffe-contre-hôte;K93.2*;Digestif;"[""K93.2""]";[];0;5768;81
Anomalie congénitale  des voies Digestives supérieures;Q40.9;Digestif;"[""Q40.9""]";[];0;5769;54
Anomalie congénitale  de l’appareil Digestif;Q45.9;Digestif;"[""Q45.9""]";[];0;5770;44
Fistule congénitale utéro-Digestive et utéro-urinaire;Q51.7;Digestif;"[""Q51.7""]";[];0;5771;53
Corps étranger dans les voies Digestives;T18;Digestif;"[""T18""]";[];0;5772;40
Corps étranger de localisations autres et multiples dans les voies Digestives;T18.8;Digestif;"[""T18.8""]";[];0;5773;77
Maladie aiguë de rejet de l’appareil Digestif greffe-contre-hôte stade 1;"T86.01†; K93.21*";Digestif;"[""T86.01"";""K93.21""]";[];0;5774;72
Maladie aiguë de rejet de l’appareil Digestif greffe-contre-hôte stade 2;"T86.02†; K93.22*";Digestif;"[""T86.02"";""K93.22""]";[];0;5775;72
Maladie aiguë de rejet de l’appareil Digestif greffe-contre-hôte stade 3;"T86.02†; K93.23*";Digestif;"[""T86.02"";""K93.23""]";[];0;5776;72
Maladie aiguë de rejet de l’appareil Digestif greffe-contre-hôte stade 4;"T86.02†; K93.24*";Digestif;"[""T86.02"";""K93.24""]";[];0;5777;72
Maladie GVH chronique des voies Digestives stade 1;"T86.05†; K93.31*";Digestif;"[""T86.05"";""K93.31""]";[];0;5778;50
Maladie GVH chronique des voies Digestives stade 2;"T86.06†; K93.32*";Digestif;"[""T86.06"";""K93.32""]";[];0;5779;50
Maladie GVH chronique des voies Digestives stade 3;"T86.07†; K93.33*";Digestif;"[""T86.07"";""K93.33""]";[];0;5780;50
Surveillance d’autres stomies de l’appareil Digestif;Z43.4;Digestif;"[""Z43.4""]";[];0;5781;52
Présence d’une autre stomie de l’appareil Digestif;Z93.4;Digestif;"[""Z93.4""]";[];0;5782;50
Intoxication aux Médicaments facilitant la Digestion;T47.5;Digestion;"[""T47.5""]";[];0;5783;52
Fibromatose Digitale infantile;M72.80;Digital;"[""M72.80""]";[];0;5784;30
Pachydermopériostose avec hippocratisme Digital;"M89.49†; L62.0*";Digital;"[""M89.49"";""L62.0""]";[];0;5785;47
Hippocratisme Digital;R68.3;Digital;"[""R68.3""]";[];0;5786;21
Syndrome de Dilacération hémorragique gastro-œsophagienne;K22.6;Dilacération;"[""K22.6""]";[];0;5787;57
Dilatation aiguë de l’estomac;K31.0;Dilatation;"[""K31.0""]";[];0;5788;29
Prolongation de la première période [Dilatation];O63.0;Dilatation;"[""O63.0""]";[];0;5789;48
Dilatation congénitale de l’œsophage;Q39.5;Dilatation;"[""Q39.5""]";[];0;5790;36
Dilatation congénitale de l’uretère;Q62.2;Dilatation;"[""Q62.2""]";[];0;5791;35
Anomalies importantes de Dimension des mâchoires;K07.0;Dimension;"[""K07.0""]";[];0;5792;48
Diminution des œstrogènes;E28.3;Diminution;"[""E28.3""]";[];0;5793;25
Intoxication aux Succinimides et oxazolidine-Diones;T42.2;Diones;"[""T42.2""]";[];0;5794;51
Effet toxique: Dioxyde de soufre;T59.1;Dioxyde;"[""T59.1""]";[];0;5795;32
Diparésie et diplégie des membres supérieurs;G83.0;Diparésie;"[""G83.0""]";[];0;5796;44
Diphtérie rhinopharyngée;A36.1;Diphtérie;"[""A36.1""]";[];0;5797;24
Diphtérie laryngée;A36.2;Diphtérie;"[""A36.2""]";[];0;5798;18
Polyneuropathie au cours de Diphtérie;"A36.8†; G63.0*";Diphtérie;"[""A36.8"";""G63.0""]";[];0;5799;37
Paralysie de l’iris due à la Diphtérie;"A36.8†; H22.8*";Diphtérie;"[""A36.8"";""H22.8""]";[];0;5800;38
Diphtérie de l’oreille moyenne;"A36.8†; H67.0*";Diphtérie;"[""A36.8"";""H67.0""]";[];0;5801;30
Myocardiopathie au cours de Diphtérie;"A36.8†; I43.0*";Diphtérie;"[""A36.8"";""I43.0""]";[];0;5802;37
Maladie rénale tubulo-interstitielle au cours de Diphtérie;"A36.8†; N16.0*";Diphtérie;"[""A36.8"";""N16.0""]";[];0;5803;58
Diphtérie vaginale;"A36.8†; N77.1*";Diphtérie;"[""A36.8"";""N77.1""]";[];0;5804;18
Diphtérie;A36.9;Diphtérie;"[""A36.9""]";[];0;5805;9
Sujet porteur de Diphtérie;Z22.2;Diphtérie;"[""Z22.2""]";[];0;5806;26
Nécessité d’une vaccination contre la Diphtérie seule;Z23.6;Diphtérie;"[""Z23.6""]";[];0;5807;53
Paralysie pharyngée Diphtérique;"A36.0†; G99.8*";Diphtérique;"[""A36.0"";""G99.8""]";[];0;5808;31
Névrite Diphtérique;"A36.8†; G59.8*";Diphtérique;"[""A36.8"";""G59.8""]";[];0;5809;19
Myocardite Diphtérique;"A36.8†; I41.0*";Diphtérique;"[""A36.8"";""I41.0""]";[];0;5810;22
Péritonite Diphtérique;"A36.8†; K67.8*";Diphtérique;"[""A36.8"";""K67.8""]";[];0;5811;22
Diphyllobothriase larvaire;B70.1;Diphyllobothriase;"[""B70.1""]";[];0;5812;26
Paralysie cérébrale spastique Diplégique;G80.1;Diplégique;"[""G80.1""]";[];0;5813;40
Diplopie;H53.2;Diplopie;"[""H53.2""]";[];0;5814;8
Dirofilariose;B74.8;Dirofilariose;"[""B74.8""]";[];0;5815;13
Lumbago dû à une hernie Discale;M51.2;Discal;"[""M51.2""]";[];0;5816;31
Discite pyogène;M46.39;Discite;"[""M46.39""]";[];0;5817;15
Ménisque Discoïde (congénital);M23.1;Discoïde;"[""M23.1""]";[];0;5818;30
Ménisque Discoïde (congénital): Localisations multiples;M23.10;Discoïde;"[""M23.10""]";[];0;5819;55
Ménisque Discoïde (congénital): Ménisque interne;M23.13;Discoïde;"[""M23.13""]";[];0;5820;48
Ménisque Discoïde (congénital): ménisque externe;M23.16;Discoïde;"[""M23.16""]";[];0;5821;48
Ménisque Discoïde (congénital): Ménisque ;M23.19;Discoïde;"[""M23.19""]";[];0;5822;41
Dissociation et Dislocation des osselets;H74.2;Dislocation;"[""H74.2""]";[];0;5823;40
Dislocations multiples au niveau de la tête et du cou;T03.0;Dislocation;"[""T03.0""]";[];0;5824;53
Infection péri-implantaire par Dispositif d’ostéosynthèse interne;T84.6;Dispositif;"[""T84.6""]";[];0;5825;65
Infection (pyogène) d’un Disque intervertébral;M46.3;Disque;"[""M46.3""]";[];0;5826;46
Atteinte d’un Disque cervical avec radiculopathie;M50.1;Disque;"[""M50.1""]";[];0;5827;49
Atteinte des Disques intervertébraux cervicaux avec névralgie cervicale;"M50.8†; G55.1*";Disque;"[""M50.8"";""G55.1""]";[];0;5828;71
Rupture traumatique d’un Disque intervertébral cervical;S13.0;Disque;"[""S13.0""]";[];0;5829;55
Rupture traumatique d’un Disque intervertébral dorsal;S23.0;Disque;"[""S23.0""]";[];0;5830;53
Rupture traumatique d’un Disque intervertébral lombaire;S33.0;Disque;"[""S33.0""]";[];0;5831;55
Présence d’une prothèse de Disque intervertébral;Z96.67;Disque;"[""Z96.67""]";[];0;5832;48
Ostéochondrite Disséquante;M93.2;Disséquant;"[""M93.2""]";[];0;5833;26
Ostéochondrite Disséquante;M93.29;Disséquant;"[""M93.29""]";[];0;5834;26
Trouble Dissociatif organique;F06.5;Dissociatif;"[""F06.5""]";[];0;5835;29
Fugue Dissociative;F44.1;Dissociatif;"[""F44.1""]";[];0;5836;18
Stupeur Dissociative;F44.2;Dissociatif;"[""F44.2""]";[];0;5837;20
Intelligence Dissociée;F74;Dissocié;"[""F74""]";[];0;5838;22
Syndrome d’occlusion intestinale Distale;E84.1;Distal;"[""E84.1""]";[];0;5839;40
Partie Distale ;S42.40;Distal;"[""S42.40""]";[];0;5840;15
Partie Distale ;S52.50;Distal;"[""S52.50""]";[];0;5841;15
Fracture ouverte du radius Distal;"S52.50; S51.87!";Distal;"[""S52.50"";""S51.87""]";[];0;5842;33
Fracture du pouce: Phalange Distale;S62.52;Distal;"[""S62.52""]";[];0;5843;35
Fracture d’un autre doigt: Phalange Distale;S62.63;Distal;"[""S62.63""]";[];0;5844;43
"Fracture Distale du tibia; isolée";S82.38;Distal;"[""S82.38""]";[];0;5845;33
Luxation postérieure du fémur Distal;S83.11;Distal;"[""S83.11""]";[];0;5846;36
Distension de la trompe d’Eustache;H69.0;Distension;"[""H69.0""]";[];0;5847;34
Syndrome de lymphœdème-Distichiasis;Q82.08;Distichiasis;"[""Q82.08""]";[];0;5848;35
Distomatose hépatique à Fasciola hepatica;"B66.3†; K77.0*";Distomatose;"[""B66.3"";""K77.0""]";[];0;5849;41
Distomatose pulmonaire;"B66.4†; J99.8*";Distomatose;"[""B66.4"";""J99.8""]";[];0;5850;22
Distomatose;B66.9;Distomatose;"[""B66.9""]";[];0;5851;11
Entorse et foulure des ligaments latéraux du genou (interne) (externe): Distorsion du ligament latéral péronier (Ligament latéral);S83.41;Distorsion;"[""S83.41""]";[];0;5852;130
DITRA;L40.1;DITRA;"[""L40.1""]";[];0;5853;5
Erythema elevatum Diutinum;L95.1;Diutinum;"[""L95.1""]";[];0;5854;26
Tumeur maligne: Diverticule de Meckel;C17.3;Diverticule;"[""C17.3""]";[];0;5855;37
Diverticule acquis de l’œsophage;K22.5;Diverticule;"[""K22.5""]";[];0;5856;32
Diverticule gastrique;K31.4;Diverticule;"[""K31.4""]";[];0;5857;21
Diverticule de la vessie;N32.3;Diverticule;"[""N32.3""]";[];0;5858;24
Diverticule urétral;N36.1;Diverticule;"[""N36.1""]";[];0;5859;19
Diverticule du pharynx;Q38.7;Diverticule;"[""Q38.7""]";[];0;5860;22
Diverticule de l’œsophage (congénital);Q39.6;Diverticule;"[""Q39.6""]";[];0;5861;38
Diverticule de l’ouraque;Q64.4;Diverticule;"[""Q64.4""]";[];0;5862;24
Diverticule congénital de la vessie;Q64.6;Diverticule;"[""Q64.6""]";[];0;5863;35
Phlegmon des Doigts et des orteils;L03.0;Doigt;"[""L03.0""]";[];0;5864;34
Infection purulente du Doigt avec lymphangite;L03.01;Doigt;"[""L03.01""]";[];0;5865;45
Doigt «à ressort»;M65.3;Doigt;"[""M65.3""]";[];0;5866;17
Doigt(s) surnuméraire(s);Q69.0;Doigt;"[""Q69.0""]";[];0;5867;24
Palmure des Doigts;Q70.1;Doigt;"[""Q70.1""]";[];0;5868;18
"Nécrose de la peau et du tissu sous-cutané; non classée ailleurs: main et Doigt";R02.03;Doigt;"[""R02.03""]";[];0;5869;79
Plaie ouverte de(s) Doigt(s) avec lésion de l’ongle;S61.1;Doigt;"[""S61.1""]";[];0;5870;51
Fracture d’un autre Doigt;S62.6;Doigt;"[""S62.6""]";[];0;5871;25
Fracture d’un autre Doigt: Phalange proximale;S62.61;Doigt;"[""S62.61""]";[];0;5872;45
Fracture d’un autre Doigt: Phalange médiane;S62.62;Doigt;"[""S62.62""]";[];0;5873;43
Fractures multiples de Doigts;S62.7;Doigt;"[""S62.7""]";[];0;5874;29
Fracture du métacarpe et du Doigt;S62.8;Doigt;"[""S62.8""]";[];0;5875;33
Luxation du Doigt;S63.1;Doigt;"[""S63.1""]";[];0;5876;17
Luxations multiples des Doigts;S63.2;Doigt;"[""S63.2""]";[];0;5877;30
Entorse et foulure de Doigt(s);S63.6;Doigt;"[""S63.6""]";[];0;5878;30
Entorse et foulure de Doigt(s): Autre partie;S63.68;Doigt;"[""S63.68""]";[];0;5879;44
Lésion traumatique de vaisseau(x) sanguin(s) d’un autre Doigt;S65.5;Doigt;"[""S65.5""]";[];0;5880;61
Lésion traumatique du muscle et du tendon fléchisseurs d’un autre Doigt au niveau du poignet et de la main;S66.1;Doigt;"[""S66.1""]";[];0;5881;106
Lésion traumatique du muscle et du tendon extenseurs d’un autre Doigt au niveau du poignet et de la main;S66.3;Doigt;"[""S66.3""]";[];0;5882;104
Lésion traumatique de muscles et de tendons intrinsèques d’un autre Doigt au niveau du poignet et de la main;S66.5;Doigt;"[""S66.5""]";[];0;5883;108
Écrasement du pouce et d’autre(s) Doigt(s);S67.0;Doigt;"[""S67.0""]";[];0;5884;42
Dolichocéphalie;Q67.2;Dolichocéphalie;"[""Q67.2""]";[];0;5885;15
Tumeur maligne: Dôme de la vessie;C67.1;Dôme;"[""C67.1""]";[];0;5886;33
Examen d’un Donneur éventuel d’organe et de tissu;Z00.5;Donneur;"[""Z00.5""]";[];0;5887;49
Donneur de sang;Z52.0;Donneur;"[""Z52.0""]";[];0;5888;15
Donneur de sang entier;Z52.00;Donneur;"[""Z52.00""]";[];0;5889;22
Donneur de peau;Z52.1;Donneur;"[""Z52.1""]";[];0;5890;15
Donneur d’os;Z52.2;Donneur;"[""Z52.2""]";[];0;5891;12
Donneur de moelle osseuse;Z52.3;Donneur;"[""Z52.3""]";[];0;5892;25
Donneur de rein;Z52.4;Donneur;"[""Z52.4""]";[];0;5893;15
Donneur de foie;Z52.6;Donneur;"[""Z52.6""]";[];0;5894;15
Donneur de poumons;Z52.80;Donneur;"[""Z52.80""]";[];0;5895;18
Donneur d’autres organes et tissus;Z52.88;Donneur;"[""Z52.88""]";[];0;5896;34
Donovanose;A58;Donovanose;"[""A58""]";[];0;5897;10
Septicémie à staphylocoques Dorés;A41.0;Doré;"[""A41.0""]";[];0;5898;33
Sepsis du nouveau-né à staphylocoques Dorés;P36.2;Doré;"[""P36.2""]";[];0;5899;43
Dorsalgies;M54;Dorsalgie;"[""M54""]";[];0;5900;10
Dorsalgie basse;M54.5;Dorsalgie;"[""M54.5""]";[];0;5901;15
Spina bifida: Dorso-lombaire avec hydrocéphalie;Q05.1;Dorso;"[""Q05.1""]";[];0;5902;47
Spina bifida: Dorso-lombaire ;Q05.6;Dorso;"[""Q05.6""]";[];0;5903;29
Dos voûté en tant que conséquence tardive du rachitisme;"E64.3; M40.29";Dos;"[""E64.3"";""M40.29""]";[];0;5904;55
Syndrome du Dos plat;M40.3;Dos;"[""M40.3""]";[];0;5905;20
Uretère: Double;Q62.5;Double;"[""Q62.5""]";[];0;5906;15
Méat urinaire Double;Q64.7;Double;"[""Q64.7""]";[];0;5907;20
Ventricule gauche à Double issue [Double outlet left ventricle];Q20.2;Double issue;"[""Q20.2""]";[];0;5908;63
Hernie du Douglas;N81.5;Douglas;"[""N81.5""]";[];0;5909;17
Douleur chronique où interviennent des facteurs somatiques et psychiques;F45.41;Douleur;"[""F45.41""]";[];0;5910;72
Douleur de la paupière;H02.8;Douleur;"[""H02.8""]";[];0;5911;22
Douleur oculaire;H57.1;Douleur;"[""H57.1""]";[];0;5912;16
Douleur au niveau d’un membre;M79.6;Douleur;"[""M79.6""]";[];0;5913;29
